text,label
Prepping for Tourism Re-Opening to Avoid a COVID-19 Hotspot at Laniakea Beach,False
"Declaration for Change:
Families Advocating for Compassionate Eldercare (FACE)",False
Suspend Boston Exam School Admissions Testing for One Year!,False
Corona-Schutz für Obdachlose - sofortige Unterbringung benötigt!,False
Covid-19 Impfung für Schwangere!,False
STOP the Construction of a New Hog Confinement in Poweshiek! Save Our Air and Water!,False
Temporary Moratorium on Evictions Due to COVID-19 Financial Hardships,False
Cancel Utility Payments for Belizean Households,False
Extended Temporary bonus COVID-19 Pay,False
Dentistry in South Africa needs your help after the COVID-19 pandemic!,False
Food companies need to set purchase limits!,False
NHS Payrise post Covid - 19,False
Subir el limite en los ayudas de alquilar,False
Protect our Healthcare workers during the COVID-19 War!,False
Personal protective equipment (PPE) is essential to protect health care workers,False
Close Schools during the COVID-19 pandemic,False
Immediate Relief for Rent/Mortgage/Utility Bills in Michigan due to COVID-19,False
Loan forgiveness for nurses actively working during Covid -19,False
Get lawmakers to take action on homelessness,False
India can defeat COVID-19 with more investments in nutrition,False
Banks should freeze mortgage to survive the current COVID-19 shutdown.,False
Save weddings & events! Create an Advisory Group to consult on safely reopening Ohio,False
Stop the immigration ban of Doctors and Nurses and lift the deployment ban for HCWs,False
Allow 17 Year Olds to Receive Their Driver's License In New Jersey Without The Road Test,False
Second chance for seniors!,False
Elderly Woman Battling Breast Cancer Needs Urgent Commutation of Sentence,False
Federal Assistance for Regional Airlines,False
Close Beaverton School District COVID 19,False
Allow Ontario's young athletes a safe return to sports,False
Postponement of GATE 2021 exam due to pandemic situations,False
ECFMG Certification without Step 2 CS,False
Fair treatment of freelance artists during the COVID-19 crisis,False
temporary close campus due to concerns of coronavirus(COVID-19),False
Reform of the Dental Council of New Zealand,False
Arizona Suspend mortgage/rent and utility bills during mandatory Coronavirus shut down,False
#CloseCrownCasino during the Coronavirus Pandemic,False
COVID-19: Demand Serious Action on Health Crisis!,False
"Lakehead, Help Students During COVID-19",False
Utah: Slow the COVID-19 Spread with Mandatory Masks,False
Force Dillard’s to close their Doors,False
Make July 2021 Graduation Happen for Uni of Liverpool Students!,False
Clear the California DMV Backlog: Allow Licensed Driving Instructors to Approve Drivers,False
Reunir fondos para llevar a mi mamá a un hospital particular para que la atiendan,False
Shut down schools in VVSD 365u due to COVID-19,False
"DEAR PRESIDENT UHURU, WE CAN'T BREATH!",False
Open the QLD border to postcodes that have no active cases! Zero Covid = Not a hotspot!,False
Cancellation of ib exams for generations 2020 2021,False
"Suspend Rent, Mortgage, & Utility Payments During the Covid-19 (coronavirus) Pandemic",False
Appeal to reduce university tuition in JA now that classes are online amidst COVID-19,False
Demanding Hazard Pay for Instacart Workers: The Frontline of COVID-19,False
Free parking for hospital staff during COVID-19 pandemic in Canada.,False
CERB Must Include Students and Seasonal Workers Unable to find Work,False
Stop Increasing Rent During COVID-19,False
More medical supplies needed,False
Slow/Stop Spread of COVID-19 in Milpitas (@WeAsk2Mask),False
WCPSS Ignoring Parents: Tables Still Cleaned With Water Only,False
"Keith Rowley, Fire Yourself!",False
COVID-19: Please allow parents to keep school children at home without repercussions,False
No! to Miramar Furlough,False
Help International Students return to Australia before 2021!,False
Eat Healthy. Avoid pork and scavenger meat - it makes you sick.,False
Protect our migrant workers from Covid-19,False
COVID 19 AND CANCELLED FLIGHTS,False
Require Frequent COVID-19 Testing at Villanova,False
Help stop the destruction of 400 million-year-old Ainslie Volcanics,False
Postpone or cancel VTU semester exams due to COVID-19 fears.,False
Stop the demolition of the Monument of Anti-Chico Dams Struggle Heroes,False
Make Northeastern University a Sanctuary Campus,False
"LMU, do right by your students.",False
St. James Town Urgently Needs Space for Food Security,False
Protect the arts from economic devastation following COVID-19 closures,False
Don’t relax lockdown until the NHS has sufficient supplies of PPE,False
"CANCEL BOARD EXAMS! 
HEALTH>>EXAMS",False
Get all school staff and nurseries vaccinated over Feb half term so schools can reopen,True
"Vote of no confidence in Willie Walsh, Alex Cruz & the British Airways Board",False
Covid-19 vs. Prisoners,False
Close all New Jersey schools due to COVID-19 virus,False
Launch a COVID-19 Vaccination Program for the West Bank and the Gaza Strip,True
Local Fire Sirens - should be heard!!,False
SAVE THE PORTLAND CHILDREN'S MUSEUM,False
6 Demands from NHS staff to help us tackle Coronavirus,False
Make 0% Interest Student Loans Permanent,False
Full Lockdown from government of Malaysia due to Covid 19 spreading.,False
"Support fair pay for NZ's aged care nurses - PETITION CLOSED WE REACHED 15,000! THANKS!",False
Rollins College's Spring Semester changed to PASS/FAIL grades due to COVID-19,False
RESCHEDULING OF IIE GRADUATION,False
Justice for 89-year-old Asian American Hate Crime Victim,False
India - Immediately Designate Private Hospitals as COVID Govt Hospitals Until COVID clears,False
Save the saviors,False
Save John Lewis Peterborough,False
Reduce the 4700 rm quarantine charges or home quarantine for international students.,False
Shut Down All B​.​C Schools Due To Covid-19,False
Hold Town Sports International Holdings financially liable for holding accounts COVID-19,False
Reduce OSU tuition-and-fees cost in response to COVID-19 and remote learning changes,False
Government must honor Doctors & Frontline Workers who died as Covid Warriors with medals.,False
RECALL TEXAS GOVERNOR GREG ABBOTT,False
A second stimulus check for Americans!,False
"COVID-19 Single parents and guardians of minors must not work, the government must cover t",False
Rapid testing for COVID-19,False
uOttawa Make Pass/Fail an Option for Classes the Winter Semester due to COVID,False
Null and void the Premier League,False
Free public transport for NHS staff to accompany 1% pay rise,False
PM please give immediate COVID Insurance cover to all NHS staff,False
SAY NO TO OSHA PROPOSED PERMANENT RULE,False
(NTU) - Viewing of results before deciding to S/U,False
Postpone CBSE Board Exams,False
Pay rise for paramedics and nurses,False
Too Soon To Open Georgia!,False
Request to reconsider DPS Ruby Park school tuition and transport fees for COVID-19,False
Covid-19 Aesthetics / Salon / Massage Industry Warning & Economic Impact,False
Pause classes and encourage online classes to reduce the spread of Covid-19 in AMCKK,False
Allow Salons to Operate with New Health Guidelines,False
Open Letter to the AAMC Concerning the Medical School Application Cycle During COVID-19,False
Canadian Nurses Deserve Hazard Pay For Pandemics,False
Maharashtra demands Resignation from Uddhav Thackeray,False
BC Health | Mandatory Mask Usage Across BC Shared Public Spaces,False
Close Seattle Central College Campus Due to COVID-19 Death in Washington and New Cases,False
Rescue Australians Stranded in Peru due to Coronavirus,False
Improve COVID-19 Procedures In Correctional Facilities,False
Shut down Rosebank College,False
Stop Wildlife Medicine in China,False
Close Pace University NYC campus due to spread of COVID-19,False
Wearing face masks in public should be made mandatory by government to prevent COVID-19,False
Open Canada VACs in India,False
Reduction on Vehicle Insurance rate during COVID 19,False
Safeguard the Right of New Jersey Laboring Women to Have Support During COVID-19 Crisis,False
Petition for a Gradeless Semester,False
Davis Student Lease Cancellation and Rent Relief,False
Save the Hazlitt,False
Postpone CA exams for COVID Safety Reasons #CAExams,False
Humanitarian Appeal to Release Maulana Delawar Hossain Sayedee,False
Remove the CalTPA as a requirement for teachers in current educational programs,False
Extend the validity of PLABs and the English language test by the GMC,False
Release Safoora Zargar,False
Postpone 10th and 12th boards exam due to rise in Covid19 cases.,False
Fair rights for students during covid,False
Unmask Iowa's School Children,False
To allow Malaysians with valid work pass to travel in and out of singapore,False
Keep Omaha Public Schools Online Until COVID-19 Controlled,False
Joe Biden Must Step Down,False
"Central University of Lucknow is conducting exams from 16th , risking the health of studen",False
Financial Support for International Students in Australia facing hardships due to Covid-19,False
Freeze rent payments,False
"Animals are in pain, name groomers as an essential service in Ontario during COVID-19",False
2020-2021 Basketball Season,False
Save Schmidt,False
All frontline NHS staff to receive testing for COVID 19 if symptomatic.,False
"Hazard Pay for ""Essential"" workers",False
#FreeDarik,False
Start international flights in India,False
Please make masks mandatory in Georgia,False
Suspend Central Vista Project and Spend the Rs 200 Billion to Fight Covid-19,False
#LoveIsNotTourism: Petition for Binational Unmarried Couples to Reunite During Covid (US),False
Protect our children!!! Demand Covid release,False
Fight covid 19 san quentin,False
"Save the Coral City Camera, Don't Allow Disney Cruises to Destroy Our Urban Reef",False
Longer exercise hours - level 4 covid restrictions,False
Release Non-Violent Offenders in Prison Camps due to COVID-19,False
THE FATE OF AMAZONIA AND ITS GUARDIANS IS LINKED TO OURS - EUROPE MUST ACT IMMEDIATELY,False
Allow Reboot to open in San Francisco with COVID-19 safety precautions.,False
Petition to register Mesut Ozil in Arsenal's Premier League and Europa League squads,False
Arizona Stay At Home Orders : COVID-19,False
Petition: to award general promotion to students in colleges associated with BU Bhopal.,False
"Compassionate medical release for Previn Coleman, amid COVID 19 crisis in Elkton FCI Ohio",False
Guru Gobind Singh Indraprastha University FINAL YEAR EXAMS TO BE CONDUCTED ONLINE.,False
Let Wisconsin Golf,False
SAVE DEL MAR HORSEPARK,False
Stop MANDATORY  Covid Testing for Suffolk County Athletes,False
Shut down construction sites to prevent the spread of covid 19,False
Have the RIIL to allow Mount Saint Charles and Hendricken to play the championship games,False
"Transparency, Testing, and Online Instruction to Prevent a COVID-19 Outbreak at Mizzou",False
Lower SDSU Cost of Basic Tuition and Fees Due to COVID-19 and Transition to Online Classes,False
Protect Skateboard Retailers and Skateboarding As Essential Transportation During CoViD-19,False
Extend JobKeeper for Travel  Agency Agents and Mobile Travel Agents (Sole Traders).,False
The Heritage Private School: reduce payments for educational services during COVID-19,False
Keep Schools Closed Through COVID-19,False
Give Dolly Parton the Medal of Freedom,False
OUR LOVED ONES ARE DYING! Stop shielding nursing homes from liability!,False
Stop Greyhound Bus Lines from NYC,False
#FREE Donte Epps,False
COVID-19 IN Georgia's Prisons Rise,False
PROTECT OHIO’S FARMWORKERS FROM COVID-19,False
NO to the COVID-19 Public Health Response Bill,False
Pressure ICBC to Waive/Defer Monthly Insurance Premiums,False
Meralco: Bill Shock during the Covid Crisis,False
Stop Livermore Airport Expansion that includes new FBO & B737s. Reduce small plane noise.,False
Allow international students to remain in the U​.​S. to complete or continue their studies.,False
Minnesota Allow for the Operation of Guided Fishing and Charter Boat Captains,False
"Call for the resignation of Greg Glassman as CEO of CrossFit, Inc. #CancelGlassman",False
#SuspendOnlineClassesNOW,False
Lasershows statt Feuerwerke! #böllerfrei,False
Protect the UNT community from COVID-19 by suspending face-to-face classes and meetings.,False
Ban Gas-Powered  Leaf Blowers During COVID-19 Stay-At-Home Advisory in Massachusetts,False
"British people STILL showing support for Boris, despite the biased left media",False
"Separate Quarantine Wards, Med Check-ups for Women & Children in Jail",False
Keep Dr. Annie Bukacek on the Flathead City-County Health Board,False
"Stop Supporting Animal Cruelty, Tropical Smoothie Cafe!",False
Covid-19 Airbnb Hosts Economic Hardship,False
COVID-19,False
COVID-19 Impact: Need waiver for Small & Medium Business owners.,False
"Allocation of 20M to each Mp should instead go support health centers, doctors and nurses.",False
Abortion must be accessible for women across the EU,False
Conduct Final Examination for students in Online Mode to prevent risk of Covid Infection,False
"Request to set up a Covid 19 testing laboratory at GTA region, West Bengal.",False
Tamil Nadu needs to close colleges due to COVID- 19  Do You agree?,False
"LET'S GET HOUSE BILL 1532 PASSED, REDUCE JAIL & PRISON POPULATIONS FROM SPREADING COVID-19",False
Postpone/Cancel CAIE's in Pakistan May/June 2020 due to Coronavirus outbreak.,False
Release Currie Hall Residents from Leases Amid COVID-19 Pandemic,False
Allow Parents in Botswana  to Purchase Baby & Children's Essentials for the Winter,False
Save covid-19 old infected patients across the world,False
Change to Durham University Assesment in light of COVID-19 Pandemic.,False
Hospital visits to be permitted to critical patients who need their loved ones around them,False
Extend education loan grace period to support the graduates struggling to find jobs #COVID,False
COVID-19 Isn't Over and We Need Help: Tell the Senate to Pass the HEROES Act Immediately,False
Uso de mascarillas obligatorio en España para COVID-19,False
Hobart City Council should allow health workers to park for free during COVID-19 crisis.,False
Less Schoolwork during COVID-19 Quarantine,False
Requesting Free State Gov to provide list of companies who received Covid-19 Relief Fund,False
Allow Cruise Ships to come to Alaska,False
Doula Support in Nebraska Hospitals during COVID-19 Outbreaks,False
Cancellation of semester exam 2019-2020 and using our exam fees to Relief fund.,False
Announce holidays for teachers and non teaching staff to combat corona threat,False
Save Lives! Include ALL Diabetics in the COVID vaccine rollout in California,True
"#saveliveslivebetter-Walmart Canada, please help keep your associates and customers safer!",False
Summer 2020 Graduations to be POSTPONED not CANCELLED,False
Eviction Moratorium South Africa,False
Students concern related to fees submission amid this covid.,False
Cancel school for at least two weeks to slow down the spread of COVID-19,False
Protect Inmates And Correctional Facility Staff Against Covid,False
A green recovery from COVID-19 in Northern Ireland,False
Expansion of covid related subsidies to new businesses,False
Demand Science-Based School Reopening Criteria in AZ!,False
Stop all air travel to Ireland from covid hotspots in the US,False
新型コロナウイルス感染拡大に伴う差別行為＝「コロナ差別」に際して日本政府に対策を求めます ー #差別を許さない,False
"Cancel International A Level & IGCSE Exams 2021
(CIE & Edexcel)",False
La entrada de las Doulas al proceso de parto junto al acompañante de la paciente.,False
Shut Down Leeds Arts University for COVID-19,False
STOP THE COVID-19 VACCINATION CAMPAIGN,True
Pass all the CFISD students for the spring semester,False
Close All Educational Institutions for Teachers and Other Staff #KeepTeachersSafe,False
Alberni Grocers: Seniors-Only Hour Will Save Lives,False
Lower USask Tuition Rates for 2020/21,False
OFW DOLE Akap must be available to all OFW Landbased and Seabased.,False
Rakyat Dan LPP-TIPIKOR RI Mendesak Pemerintah RI Lakukan Kesepakatan Dengan UN-SWISSINDO,False
Make Insurance Companies Grant Full Benefit Access During Covid,False
�Act Now: Temp Las Vegas Rent Freeze,False
Suffolk County Executive Steve Bellone and Dr. Pigott (Suffolk DOH): Let ALL Sports Play!,False
Divert military spending to global covid relief!,False
Petition to Congress to Provide Economic Relief to Independent Physicians and Practices,False
Closing of school during lockdown,False
COVID support for those who went self-employed in last year,False
CLOSE ALL CAMPUS of University of Toronto to prevent COVID-19 Outbreak,False
Demand UMD Prioritize Students over Profit in Changing COVID-19 Response Policies,False
Make COVID Data Transparent at NC State,False
Appeal to the UN to prevent imminent starvation and a humanitarian crisis in Eritrea,False
Stop the COVID-19 Madness!,False
Change High School Hockey in New Jersey To a Spring Sport,False
"Prisoners sentence to be reduced due to Covid 19 , full lockdown and  no visits .",False
Postpone UCLA's 2020 Commencement Instead of Cancelling,False
"Keep YOUR Allied HEALTH Practitioners OPEN!  
Ease the burden OUR medical system may face.",False
7-POINT PUBLIC HEALTH DEMANDS: COVID-19  ACTION STEPS,False
Extend the Government's Paid Parental Leave to pregnant women during the COVID-19 crisis,False
Save California Seniors from a Death Sentence,False
"Visayan Electric Co. (VECO), ECQ Overbilling REFUND Now!",False
Stop mandatory COVID 19 testing for admission for pregnant women,False
Tests massifs du Covid-19 par PCR et traitement hydroxychloroquine et azithromycine !,False
No school or ECE during Alert level 3.,False
Ban - Free or Complimentary breakfast & happy hours Nationwide,False
Cancellation of Semester End Examination,False
Death of NM Small Business,False
Extend Free School Meals Into The Summer Holidays,False
COVID-19: Award Predicted Grades to A-Level Students (Including Pre-U and IB),False
Make Colorado Public Schools Remote This Fall,False
Covid-19: Governor Reynolds please close the IA Schools for the rest of the school year.,False
"Suspend ALL rent, mortgage, and utility payments during the COVID-19 pandemic",False
Allow federal inmates in the bureau of prisons access to tablets during Covid-19 pandemic!,False
Declare the Road Accident Fund an Essential Service,False
"Urban Outfitters, JCPenney, C&A #PayUp for orders, save lives",False
"Let's save the life of Shani Abeysekera, the greatest detective of Sri Lanka",False
Crisis Pay: Give Frontline Healthcare Workers The Pay They Deserve,False
"Designate Occupational, Physical Therapists and Speech Language Pathologists as frontline",False
Keep the Americans from making a movie about how well they handled Covid - 19,False
Covid-19: Urgent action plan for the Labour movement!,False
Osteopathic Manual Practitioners in Ontario Should Be Considered an Essential Service!,False
Stop World Travel and call it finally a pandemic!,False
State of Hawaii to freeze rent and mortgage payments during COVID-19 pandemic.,False
NHS COVID Medal,False
"""Withdraw EIA 2020 Draft""",False
Hazard Compensation for Shipyard Employees during Covid-19 Pandemic,False
Hair Salons Are An Inevitable Business - Make Us Essential!,False
#карантинвбеларусь,False
UPenn petition to reduce/forgive/rebate spring 2020 tuition due to COVID-19,False
"Initiative to combat ""COVID 19"" through Public Awareness",False
Ripartire dopo il COVID-19: Legalizzare la Cannabis per il futuro dell'Italia,False
The University of Alberta shouldn't charge full tuition for online classes!,False
Call for Action: Defund the Winnipeg Police Service,False
Reinstate NCLEX Testing,False
STOP hydropower project in Arunachal’s bio-diverse Dibang Valley,False
Petition for Pass/Fail Option in Spring 2020 Courses at UTEP,False
¡Urgente!,False
COVID,False
Cancellation of Semester End Exams (Goa University),False
Release of non violent prisoners to prevent a dangerous COVID-19 outbreak in prison,False
"Suspension of Rent, Mortgage, & Utility Payments During the Coronavirus Pandemic",False
Optional Pass/Fail for UIUC,False
Open up Outdoor Dining,False
Colorado COVID-19 Housing Relief,False
Muhyiddin Please Resign / Muhyddin Letak Jawatan,False
Keep Davis School District students safe by keeping hybrid schedule.,False
HELP TO SHARE! UTM should conduct classes fully online! - Covid-19,False
Massive COVID-19 testing now!,False
COVID-19 ERADICATION in Australia,False
COVID-19 closing Casinos to contain virus,False
Allow Frontline Healthcare workers to keep their children.,False
Make it easier for families to close the accounts of a loved one who dies,False
"COVID-19 MAY GET ERADICATED, BUT NOT OUR UNIVERSITIES ATROCITY",False
ALDI USA: make COVID-19 raises permanent!,False
Stop Murrayfield Ice rink from closing it’s doors for good,False
COVID related travel restrictions in Canada,False
Include Sports Academies in Covid-19 Relief Fund. SAVE them from shutting down,False
Milwaukee should require masks in public places to protect residents,False
Navajo President Nez: Immediately Allow Diné Relief Efforts During COVID-19 Curfews,False
FIGHT POVERTY BY SUPPORTING DISTRIBUTED RESERVED CRYPTOCURRENCY IN NIGERIA.,False
Cancel 2021 GCSE & A-Level Exams,False
Rehabilitation of those affected severely by Amphan,False
Make Selling dogs illegal unless you are a licensed and accredited breeder,False
"Tell Governor Kemp: Shut down Georgia TODAY, Save Lives",False
Lorenzo (USC Off-Campus Student Housing) Rent Waived/Reduced due to COVID-19,False
Canadians Demand Interest and Debt Relief from Banks During COVID-19,False
Stop treatment of covid-19 patients in Wolfson Cystic Fibrosis unit,False
Freeze Law Society of Ontario & LAWPRO Fees due to COVID-19,False
Protect UNM Graduate Students amid COVID-19,False
"Mandatory Medical Cover, Safety Gear and Job Security For Journalists",False
REQUEST FOR SCHOOL CLOSURE DUE TO HIGH RISK OF COVID 19,False
Close Pinkerton Due To Covid-19,False
Запрет на перекладку плитки в 2020 году в г. Москве,False
North Carolina COVID-19 Housing Relief,False
CU Denver switching to Pass/Fail Grading in response to COVID 19,False
CLOSE Seattle University campus due to COVID-19 death and new cases,False
Cover COVID-19 treatment in #Aarogyasri Scheme,False
"Governor Gretchen Whitmer: Suspend Rent, Mortgage, & Utility Payments During Pandemic",False
Tell Solano Co. to keep community safe during COVID & send staff home for Teleworking,False
"équipements de protection individuelle minimale, frottis et responsabilité pour lutter!",False
Stop EMI Payments During Crisis,False
Grant work from home to IT employees around India,False
Open Adult Slowpitch Softball in California,False
Delay or start school in stages,False
Save Knaresborough Arts and Crafts centre,False
Covid-19 protection for police officers,True
Make the Government fund PPE for Pharmacies,False
MAKE GYMS ESSENTIAL,False
SAVE our Hokitika SPCA animal shelter from closure,False
Allow dog walking during SA lockdown,False
Release imprisoned journalists worldwide,False
Save Grandma from COVID,False
Illinois Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,False
Help Sac Library Staff Get Paid During Covid-19 Closures,False
Partial fee refund due to Universities closure in the midst of COVID-19 outbreak,False
We want the Ministry of Education to re-consider the decision for school reopening,False
"Justice For Mehali Pastrikos, Wade Williams & Miguel Pechay! Sentence Appeal! TF Inquest!",False
Government Support for NW Ontario Tourism #savesunsetcountrytourism Before It's Too Late,False
Protect Mirrlee's fields from a potential building development of  200 houses.,False
Reschedule NCAA Wrestling Tournament,False
"Reclassification of Micro Gyms, Pilates, and Yoga Studios in St Louis",False
Tax free earnings for all healthcare workers during Covid-19 crisis,False
UAL: Save Our Degree Show!,False
Change the theme of Splash Mountain ride in Disney Parks,False
Hair Salons to open in Marion County (Indiana) following social distancing rules,False
BPS  Covid Safety Metrics,False
Save South Norwood Library,False
Return high school sports to Ohio,False
Open Capitation Model Funding (FHO) to All Family Physicians in Ontario Urgently!,False
Petition to extend mid-semester break of NITJ in light of the COVID-19 outbreak,False
Закрыть высшие учебные заведения Москвы на карантин в связи с пандемией коронавируса,False
Open our Garden Centres,False
COVID 19 Beauty Industry Economical Impact - Canada,False
Covid Death Relief Fund,False
"Close all Australian schools, decrease the risk of COVID-19",False
Withdraw the freeze in hike of dearness allowance of central govt employees and pensioners,False
We need a Break from online classes and exams!,False
Covid-19 Economic Relief for Property Owners,False
Petition for Online Teaching in Nottingham Trent University under COVID-19 Threat,False
"""No detriment"" Policy for UCD",False
Salviamo la Repubblica dell’Arte di Frigolandia dall’assurda minaccia di sgombero,False
Annastacia Palaszczuk & Jeanette Young to make a national apology to Nathan Turner family,False
CHANGE THE AMBULANCE SERVICE STATUS FROM ESSENTIAL TO EMERGENCY AFTER COVID-19,False
Fair treatment for easyJet staff,False
Trump must resign for admitting to downplaying COVID-19,False
The New School: Aid Students with a Partial Tuition and Housing Refund,False
Release or Home Confinement for Federal Prisoners from COVID-19 Coronavirus,False
COVID-19 : Non à la fermeture du Parc Oméga !,False
Close School I dont want covid 19,False
Close USF campus due to the COVID-19 (coronavirus),False
Stop Missouri's DESE From Spending CARES Act Funding on a Standardized Test,False
Petition to ask Philippines Senator Koko Pimentel to resign.,False
Close Douglas County Schools due to COVID-19,False
Close South Coast Plaza Mall - Stop Covid-19,False
Request To Make NOVA Spring 2020 Classes Pass/Fail An Option Due to COVID-19,False
"Diabetes to be added in Clinically Extreme Vulnerable ""Shielding"" list for COVID 19",False
"Protect Haida Gwaii, and North and Central Coasts - Restrict Non-Essential Travel Now",False
Free and voluntary COVID-19 testing for front-line Nurses in Ghana once every week.,False
Open House Ban During Covid-19,False
URGENT: PROTECT OKLAHOMA'S INMATES FROM COVID-19 BY REDUCING OVERCROWDING,False
ALL colleges TEST OPTIONAL for Fall 2020 applications amid COVID-19 pandemic,False
Postpone UPSC CSE Prelims 2020 to August '20 amidst COVID 19 pandemic,False
Get CoVID Vaccines to Nepal ASAP and prevent a humanitarian disaster,True
Compensate Essential Workers,False
Amend Recent COVID-19 Restrictions for Personal Care Services in London-Middlesex from,False
Petition against COVID-19 & Quarantine Bill: Say NO! to abuse of power and human rights.,False
KCL Has Coronavirus Case: Petition to Have Online Classes by March 9th,False
School safety.,False
NCAA Covid-19 Eligibility Relief,False
RI State schools to STOP charging campus fees when classes are online.,False
Let these military pets come home!,False
Texas State: Cancel all online class fees.,False
Vermeiden von Pandemien - Schließung chinesischer Tiermärkte,False
Help SJSU Students Cancel Their Lease at The Grad in the Middle of COVID-19 Outbreak!,False
Suspend mortgage and rent payments during Covid-19 crisis in New Jersey,False
COVID-19 Response to Support Families with Disabled Children,False
Save Roma St Parklands,False
Guarantee UEA Final Year Students A Graduation Ceremony,False
Uber’s “ Clean Air Fee” to be paid to Uber Drivers as Emergency Situation ( COVID-19 ),False
End Brookings City Council COVID Policies,False
Make Google Education Services available for Iran,False
Queens Park Allotment Covid-19,False
Close UO Eugene Campus due to COVID-19 Death in Washington and New Cases,False
Life-saving measures to protect Louisiana Prisoners from COVID-19,False
Require Face Masks in Idaho Shared Public Spaces,False
Give Stanford Graduate Students Housing Flexibility w/COVID-19 Concerns,False
Allow International Students to stay in the U​.​S. even with institutions going online,False
Close schools over coronovirus,False
Tax relief for key worker during Covid-19 crisis,False
Grant all illegal migrants leave to remain in Ireland.,False
Allow Dorset Council powers to limit tourists and protect our local NHS from a second wave,False
Bring back the six sports impacted by the St. Edward's University Athletics budget cuts,False
Break due to the Pandemic,False
Don’t forget Ltd company business owners during COVID-19,False
Provisional licenses for eligible  teens in MA who are affected by COVID-19 shut down.,False
EUA Approval From FDA For Rapid COVID-19 Tests,True
STOP oil drilling in The Bahamas,False
Delay reopening of Arkansas Public Schools because of COVID-19. Protect our children!,False
LockdownPakistan- economic losses now or disastrous economic and human losses later?,False
Protect pregnant healthcare workers in the UK from COVID-19,False
Save Altitude Trampoline Park in Spokane Valley,False
Hazard Pay for Security Officers as Fontliners during COVID-19 Pandemic,False
Heritage Golf & Country Club - don’t kill beloved local kangas!,False
Covid-19 shouldn't stop academic Justice,False
Tell Jim Justice to lock down West Virginia,False
GDC & CoreCivic Prisons Covid Release Must Happen Immediately: Save Our Loved Ones!!!,False
Bring back some flight services to Queenstown,False
Governor Raimondo: Allocate federal COVID-19 relief funds to save RI small businesses NOW.,False
CANCELLATION OF DU EXAMINATIONS,False
"Covid-19 Support for Entrepreneurs, Consultants & Gig Economy & Part-time Workers",False
Open Smaller Gyms in Ontario,False
Les 10 réclamations urgentes pour lutter plus efficacement contre le COVID-19 en Belgique,False
Let 27 North Residents Cancel Their Lease Contracts Amid COVID-19,False
Faith in our ADOM Schools,False
CoronaVirus - Coventry University deadline extension,False
To get the Summit Athlete Gift-Bags,False
"Cheerleading,  Dance and amateur sports clubs to be included in Covid 19 Announcements",False
University of San Diego changes courses to online due to the spread of COVID-19,False
Father is dying from Covid19 & Plasma is his only hope and hospital won’t give it to him!,False
Stop companies Profiteering from £120 Private Covid-19 Testing!,False
Suspend Mortgage & Rent Payments in Maryland During COVID-19,False
Yoga Studios Are Not Gyms,False
"Save the dagwood dog guy,",False
Stop all animal transports during covid-19,False
"ОСТАНОВИТЬ РЕПРЕССИИ, ОСВОБОДИТЬ ПОЛИТЗАКЛЮЧЕННЫХ И  ЗАДЕРЖАННЫХ ПО ПОЛИТИЧЕСКИМ МОТИВАМ",False
Ensuring the safety and Respect of healthcare professionals in current pandemic scenario,False
Indiana for the Safe Return to Schools,False
Close Chipotle during COVID-19,False
Keep children out of school during the COVID-19 crisis,False
Save the fitness Industry from the economic effect of Covid 19,False
Petition to Reopen NYS Gymnastics Clubs,False
Implement a No Detriment Policy for University of the West of England,False
"Suspend rent, mortgage and utilities bill of Texas",False
Ontario MRTs/DMSs united to get the respect/recognition we deserve. COVID-19 Pandemic Pay,False
#CancelofflineexamsinKA,False
Spotlight on NJ Unemployment Lag during Covid-19 Shutdown!,False
SAVE THE CUNY STUDENTS,False
Urging the CSWE to reconsider field practice hour waiver due to the government shutdowns,False
McConnell and Schumer: Make it Monthly Stimulus Checks & Support the #PeoplesStimulus,False
NSFAS should provide students with Laptops to study during this pandemic of COVID 19,False
Declare Digital Learning plan for Education deprived school children of Rural Maharashtra,False
No to abandonment,False
NJ edTPA COVID-19: WAIVE edTPA for Fall 2020 Graduates,False
National Poetry Library SOS #NPLSOS,False
Make Ryerson courses pass/fail,False
Petition for PDPU to take prevention against COVID 19,False
GOVERNMENTS TO BAN ALL WET MARKETS-STOP ANOTHER COVID 19 OUTBREAK,False
"Gov. Kemp, Save Lives, Let Our Cities Mask!",False
No Colleges until Zero Covid Case in the State or until Vaccines are out,True
Stop Sussex from Sacking their Staff! Covid-19,False
PROTECT  OREGON  INMATES  FROM  CORONAVIRUS (COVID19),False
Contra o FIM da Saúde Pública Federal no Rio de Janeiro,False
A year tax free after the pandemic for all key workers who had to work through covid 19,False
KEEP GYMS OPEN IN CT,False
President Rule in Bihar,False
Make Covid19 tests available to care staff working with vulnerable elderly people in care,False
Open Outdoor Youth Sports Activities in Massachusetts,False
Travel Ban on US & Europe,False
Make all UWL (online next because of Covid-19) classes pass or fail for this semester,False
Ask Concordia University to Suspend All In-Person Instruction,False
Major retail chains should provide free home delivery to those most at risk from Covid-19.,False
"Continue to Subsidize Child Care, in Texas, during the Covid 19 pandemic",False
Advice the government of Botswana to temporarily close down schools amid covid 19 outbreak,False
COVID BCG Vaccine must start in countries with highest cases of infections NOT in Africa.,True
Governor Jay Inslee to forgive Rent/Mortgage in Washington State for 90 days,False
