text,label
"Drinking in bars and eating out in restaurants while not wearing masks or observing social distancing are self-fixing problems.  Soon the revelers will become infected. Many of them will die.  

Those that die should receive an award in memory of Herman Cain.  

Stupid people have a constitutional right to kill themselves by following the health advice of President Trump and Republican governors.",False
If employers can make a drug test mandatory as part of their hiring process then they can make a Covid vaccine mandatory also.,False
"The “strategy” of dangling maskless faces in front of the unvaccinated didn’t work.  And no one who actually interacts with people who don’t want to get vaccinated thought that it would. 

All that happened is the unvaccinated, who were grudgingly at least wearing masks much of the time, just stopped wearing a mask.

Now we’re all living a surreal version of Invasion of the Body Snatchers where the unvaccinated and possibly infected look just like the vaccinated. 

Now even if the CDC tries to walk it back they will never again get the amount of grudging compliance they got before.

This was entirely predictable and preventable.",False
"Either vaccines work or they don’t. 
If I’ve been vaccinated how am I contagious? If being vaccinated doesn’t change my risk of being contagious and infected, then why did I let Pfizer shoot chemicals into my body? 
Measles is a highly infectious virus spread by respiratory droplets. I’ve been vaccinated for it (twice actually, but that’s another story) and am not required to wear a mask to prevent me from magically carrying, spreading or being infected by measles, so why am I supposed to wear a mask because of Covid?
I’m vaccinated and that means I can’t carry it or catch it. If that’s not what being vaccinated means then why are we getting vaccinated?",False
"the CDC ""guidance"" now puts the onus on each and every individual. there will be blood.",False
"Show me the real research that supports this. Until I see strong evidence, this is nonsense.",False
"I went to a Costco without a mask yesterday and felt profoundly uncomfortable. It's back to masking indoors for me. I did mask up at the checkout counter out of courtesy to the staff (even those not masked).  I have been afraid to go back to in-person classes at the gym because exercise in a mask is simply not feasible for me. So it's still virtual for me.

People are confused by the conflicting information being put out by the CDC and the WHO. I think this can be attributed to the need of the CDC to balance health with politics and business/economy considerations, whereas the WHO is about health only. I'm putting my lot in with the WHO, because I honestly don't care about what big business wants.",False
"The only difference between the complete U.S. failure to deal with the pandemic and the success of other countries is Trump and the toady Republicans who do not have either the sense or backbone to act responsibly.

This is an observable fact, not a partisan opinion. Would anyone like to try to prove otherwise--prove using facts, not generic attacks.",False
"We continue to frame a civic responsibility issue in terms of personal choice.  This is a mistake.  It's a personal choice to obey traffic laws, but your decision affects others rather dramatically.  Despite our cynicism, I'm still confident enough in Americans that if the messaging were changed completely to aim for civic duty or shared responsibility instead of personal choice, participation rates would rise.  Problem is we're not even trying.",False
"I read the other day that vaccines may actually fuel an increase the virulence and transmittability of mutated viruses, making it even more dangerous to those who are not vaccinated.  So the proposition that when you get vaccinated to protect those who aren't or can't be vaccinated is a very false proposition.  If you rationally stop and think this through isn't this how evolution works, that viruses not previously prevalent could be unleashed by stopping the spread of another type of virus.  This is why the scientists who say vaccines can stop COVID-19 spread maybe true, but they don't go on to say more virulent viruses may take hold, need to be questioned on these assertions.  They may actually be doing more harm than good by calling for vaccinations for all.",False
"Religious folks might invoke 'religious freedom' in not being vaccinated but that harkens back to when folks believed religion more so than Science.
You can follow your religion but if it is a safety issue for other folks then you should be able to be excluded. Why is alright from someone's religion choice to put another person in danger?",False
"Imagine that, privacy is a delicate issue at major corporations like Facebook and Google, and they do t want to be like Big Brother. I thought safety of employees was the top concern for oil and mining companies?",False
"Enough! The Times is rife with reports about vaccine hesitancy among disparate groups,' and how it is making it increasing unlikely that this country will ever reach herd immunity. We have tried pop-up clinics, mobile vans, house visits, outreach of all kinds, incentives and bribes, and yet only 9% of the millions of adults who are still unvaccinated have any plans to do so. We are in a public health emergency. Not only the private sector but the government must mandate vaccination for the public health  of us all. Now that the vaccine manufacturers are applying for full authorization, there is no legal excuse not to require it, and every moral reason to. The government cannot allow the irresponsible, ignorant members of our fractured country to continue to endanger the rest of us.",False
"Personally, I am all in favor of companies enticing and or mandating their employees from the top down are vaccinated. I am also in favor of vaccine passports. I also think OHSA, should require companies to mandate their employees and management  be vaccinated. 

Covid is a major Public Health concern. It is not an infringement of civil liberties to mandate everyone be vaccinated. For instance, there are already OHSA, procedures and regulations regarding employees that test positive for Tuberculosis and other communicable diseases. I believe this will be the most effective way to prioritize the safety of all employees and the Public at large. We are all in this together like it or not.",False
"How about companies can put a big sign out front if their employees are all vaccinated. It can be a reassurance for those because of chemo, or other immunocompromising situations, can safely enter.",False
"Since it is clearly not safe to hang out at a bar or inside a restaurant, why does my daughter have to teach a full class of 2nd grade English Language Learners in Long Island? They will be in her classroom for breakfast and lunch besides all day learning. They will not be six feet apart! How long will it take to spread to the children, their families and my daughter? 
Opening schools right now clearly makes no sense!",True
"What's the big deal about a mask? A lot of you make it sound like wearing a mask is this massive personal sacrifice that imposes on your liberty, freedom, etc. Want to talk about real personal sacrifice for the greater good? Talk to the generation who fought in WWII. That's real sacrifice. Wearing a mask is not a sacrifice. It's easy and takes nothing away from you.",False
"First, my husband and I agree that we will continue to wear masks, both when outside in crowds or shopping indoors. We are avoiding public transportation.

To add a comment to the article about New York City schools: I teach at a CUNY senior college. I have been teaching at that college, as an adjunct, for 15 years, and have 30 years teaching experience. According to the article, Bill Blasio may deny teachers medical leave if they have been vaccinated and the city deems the risk to be minimal. This would include high-risk populations, and I am at high risk.

I have told my school and department chair that I will not teach face-to-face. The department chair tells me that the university has confirmed that I need not do so, and has listed the course as taught online. However, when I check the registration interface, the course is listed as a TBA. 

I have emailed scheduling and received no response, I suspect because there is a possibility that all courses at my school will be converted to face-to-face and even high-risk teachers, if vaccinated, will be denied medical leaves. Our bluff is being called.

I will quit. Repeat - I will not be there. Other senior teachers will leave, too. Students are registering courses that may be canceled, possibly at the last minute, because their teachers have resigned. 

Is NYC waiting until August, hoping recalcitrant teachers, students and parents will change their minds? I assure the mayor, and our ineffectual union, that I am not bluffing.",False
"It’s simple. Wear a mask.  Let’s use the information we do know.  Masks help stop the spread of the virus.  We all want to live the way we once did before Covid.  The world has changed and we must adapt.   The sooner we stop resisting the best science advice the sooner we can be at a healthier, safer world.",False
"Within 12 hours of hearing that there are too many active Covid cases for my children to go to school in person AT ALL, I see people drinking/dining inside, the gym sends a ""yippee-back to almost pre pandemic functioning, masks optional if 'working out vigorously'"". I quit the gym, won't eat out until my kids can go back to school. We get carry out, and tip very well to support local businesses. We walk, hike, bike, paddle board, swim in lakes, rivers, the sound, the ocean (the ocean with wetsuits here)-we're hardly stuck inside. We do Airbnb online experiences-cooking, virtual travel tours, etc. I'm disgusted that people don't understand that until the virus is under control we can't have our lives back, we can't have our economy back. The selfishness is astounding...and it will keep going on and on until the stupidity stops...or until we have the majority vaccinated, which will be months after there's a vaccine.  I simply don't understand how people don't get the big picture of how this works, or that our schools ever thought in the spring, given how people are behaving, that there was any hope school could start safely in person. The people hollering about their ""freedom"" (mask-less, of course) are keeping everyone, including themselves, from getting full lives and the economy back.",True
"Pfizer has just applied for full FDA approval for use of their vaccine in people 16 and above. Although approval is expected to take months, their vaccine seems a viable candidate for full approval. 
When full approval occurs, I would imagine insurance companies will respond by placing significant financial pressure on employers to implement Covid vaccine requirements...or suffer much higher rates. 
At that point, most companies will toss their employees' (selfish and imagined) 'personal freedom to not be vaccinated' right out the window. 
Neither insurance companies or private employers will be willing to take on the astonomical costs associated with unnecessary and preventable illness.",False
I do not and will not sit 45 hours in an office space with unvaccinated people.  My vaccine is not 100%.  Just not doing it.,False
Simple:  Don’t want to get a vaccine.  Then bring in a negative test every day—just like many sports teams did.,False
"In east Asia, few would even discuss this topic. This is about pure selfishness of some ppl in this country. The only thing matters for them is ""my personal choice"" without ""being responsible for others"".",False
The problem with higher insurance premiums as an incentive for the unvaccinated to act responsibly is that a lot of these people are likely fine going uninsured because they “never get sick” and bad things only happen to other people.,False
"I don't get this rush to separate vaxed from non-vaxed. I got my second Pfizer dose in February and have three months left on my Excelsior pass. Who knows how available boosters are going to be in late August? I'd much rather be exposed a bit now to give myself an update. Sure, I'll keep masking, but at this point variolation could actually help me.",False
"Well, we already have a fierce environment of censorship and censoriousness leading to firings and personal destruction, so why not have some actions that accomplish a positive objective for a change?",False
"“For the country’s largest companies, mandatory vaccinations would protect service workers and lower the anxiety for returning office employees.”

It would also protect and lower the anxiety for returning customers — you know, the ones whose money pays the bills, the salaries, and the bonuses?  

And lower the anxiety of stock-holders, who may be concerned about organized or de facto boycotts of companies that won’t protect employees or customers, or about the impact of class-action lawsuits that may arise.",True
"All this personal freedom, privacy, religious freedom, and such has to come to a stop. This is a public health matter, not a personal one.
My freedom not to get infected trumps your freedom to infect me.
It’s past due for the Supreme Court to reaffirm this principle.",False
"Science and data show that the vaccinated can neither get nor spread Covid

The data also show that delta is more akin to flu than the alpha in terms of hospitalizations

I’ll go with Science.  If Mr Harmon or the LA health folks want me to go along with their non scientific approach, it’s too late

If you fear Covid, wear two masks and maybe better stay home

But leave me out of it. I’m going with the Science",False
"We are in a culture of denial. And it's not just about masks. The whole approach of ""reopening"" to ""save"" the economy was misguided at best, deceptive at worst.

The whole idea of reopening while the biological problem is not under control is a recipe for disaster. The govt should have taken steps to ensure that all small businesses and workers would have what they needed to get through the pandemic. 

Forcing businesses to reopen (and many were gung ho about it) is systematically euthanizing them. Many were barely surviving on 100% of their customer base, pre-Covid. Now they have to make it work on 70%? Or 50%? Good luck. Wall Street wants you to go Chapter 11, so hedge funds can snatch up the commercial real estate on the cheap. Just like they did with the housing market in 2010.

So it's no surprise the govt is letting everyone suffer. (Remember, this is a policy choice. Other countries didn't do this.) They're doing it to benefit the corporate elite. People have to unite: renters, landlords, small biz owners, commercial property owners. Unite and hold govt accountable. Call your reps.",True
"I will still wear a good mask in any public store of any type until the pandemic is really, actually over.  Covid is not gone and continues to mutate: the risk is obvious.",False
"""Delicate decision""?

Gee, if we had Facebook and Twitter in the 1950s, the manufacture of iron lungs would have been a booming business.",False
"Enough of selfishness anti-vaxers already.   I wear a mask for one reason and one reason only - to continue protecting myself.  I feel we still don't have a good understanding of the risks of the various variants and there no reason to immediately disregard masks even though vaccinated.   But, do I care what happens to those who recklessly chose not to get vaccinated, absolutely not.",False
"If you don't want to get a Covid vaccine shot for whatever reason? Fine. But don't expect everyone else to treat you as if you have had one.

And just because you don't want to get a Covid vaccine shot, don't expect those of us who have to stay in ""lockdown"" mode just because you don't think it is fair that those who have had a shot to be able to start enjoying things again. 

Actions (or inactions) have consequences.",True
"I find this kind of article unhelpful, have you ever been to India especially in New Delhi if the noise, crowds, incense, feci, poverty, etc….doesn’t get you the smells will. Point I’m trying to make is how can that area go from thousands of people dying from this variant to now something hospitals can control so you ask yourself why didn’t it wipe out more people why don’t the doctors know more. Do we have a new variant every time this virus goes through masses of people that are not vaccinated. If so then masks should be worn for the next five years for allergy sufferers and these variants just tell us what to expect.",False
"I am vaccinated but my body my choice. If others don’t want to be vaccinated so be it. I am not sure why vaccinated people feel the need to only be around others that are vaccinated...so they feel more comfortable..per the article? So their feelings count more than my daughter’s who is frightened of something not FDA approved. As usual, Elitists at work belittling her feelings. The vaccine works against the variants too btw. Give people time to come around!!",False
"How can a company that requires employees to get vaccinated be found to have invaded an employee's privacy? A worker is not entitled to hold a job in a private company, and (unless constrained by a union contract) a private company can fire an employee at will at any time for any reason, barring discrimination on the basis of race, sex, age or disability.

Companies need to stand up for their employees and customers who have been vaccinated and don't want to risk exposure to Covid-19.",False
"A bar is not the same thing as a restaurant, even though most of the regulations fail to make that distinction.  A restaurant may include a bar, but many do not.

At bars, people are usually sitting side by side next to each other and often talking loudly -- conditions very conducive to virus transmission.  In restaurants, people are usually sitting at tables, though the distance between tables can vary a lot.  I used to live in Manhattan, and I remember how common it was for restaurants to use banquette seating where diners in single party are seated opposite each other and adjacent to other diners.  On the other hand, restaurants in areas where real estate is not so expensive usually, but not always, place diners at separate non-adjacent tables.

Restaurants can usually accommodate rules about separation of tables, though sometimes at the cost of capacity and therefore of revenue.  But a bar that required its patrons to observe social distancing would have a very hard time operating at all.

My impression is when a restaurant also has a bar, the bar provides a disproportionate portion of its revenue.",False
I need to get some plumbing work done in my house. My first requirement is that the plumber be Covid vaccinated. I don't want any unvaccinated persons coming into my home.,False
"Intend to patronize only those businesses that require covid-19 prevention for all employees. Vaccination for those without accepted medical/religious excuses and masks for those who refuse vaccination. This is a public health emergency, not a time to debate ""personal privacy"" with Republicans who are busy denying women their right to privacy when making personal health decisions on pregnancy. Pregnancy, however, is not a highly contagious disease that can be spread to many others. Enough of this ""both sides"" nonsense!",False
I certainly won't work anywhere that doesn't require a vaccinated workforce. No job is worth more than my health.,False
"Krispy Kreme was way a head of the game, free donuts to anyone with proof a vaccine.",False
"Why were the job numbers so low today? Maybe one reason is that many people don't feel like it is safe to go back yet. Do you know what would make them feel safe? If all of their co-workers were vaccinated. If employers want to have workers to hire and we all want our economy to get back to a good place, businesses are going to have to require their employees to be vaccinated. I for one am way more likely to go into a place where I feel that my health isn't at risk. Aren't you?",True
Wallensky Fauci and Gottlieb all told me not to worry so i wont.  You can for me.,False
"We are at a point in public policy where the risk/reward tradeoffs have become more difficult. What is the obligation of vaccinated people to protect those who refuse to get vaccinated? To protect those who are immunocompromised and would have benefited from mask mandates even before COVID? What steps should we take to shield children under 12 from risk? These are issues that scientists cannot provide definitive answers to: for better or worse, this is the job of our elected representatives and their advisors. This article would help judge the relative risks better if it shared more scientific data behind the tradeoffs as they stand now. Let's see more numbers.",False
"In the US there is now enough vaccine that not being vaccinated is an active choice.

If you're not vaccinated you are at risk...and that is completely your choice. That's what you wanted, isn't it? 

And I've stopped masking because I feel no obligation to protect those who have chosen not to take a simple step to protect themselves.",False
"Why is IBM working with New York State on  a digital passport linking a person's vaccination records to  an app to show business, like performance venues that may  require vaccination ,
when this has been done?

It's called the Excelsior Pass .It's connected to an app
entitled  ""NYS Wallet."" 

My  pass includes my name, date of birth, expiration  date ,  and something similar to a bar code which needs to be scanned.


What am I missing ? I had to check the date of the article to see if this was written months ago.",False
"I do not understand refusal to get vaccinated.  Employers should make every effort to educate their employees, give them paid time off to go get the shots, give them an extra sick day or 2 to get over it, if needed, and then require that they are vaccinated unless they have a compelling, documented medical reason not to take the vaccine.  In 1970, when I first traveled to Europe, international travelers were required to get certain shots, and to carry a little yellow book with proof.  Nobody objected to that, and there was no world-wide deadly pandemic raging.  What's the matter with people today?  Ignorance will kill us all.",False
"If companies want to avoid requiring vaccinations, they should instead require mandatory, regular testing for unvaccinated workers, paid for by the workers themselves. Being required to shell out money twice-a-week during unpaid time outside of work might make them reconsider the benefits of being vaccinated. If they don't want to protect themselves and others through vaccination, they should be required to prove they are not endangering others through regular testing.",False
"I remember a few months ago NYT ran a very self-righteous op-ed by a Georgia restaurant owner who insisted on staying open. I wish NYT would run it again. I don’t know if refreshing our memories on all the short-sightedness that got us here will make this country smarter going forward, but anything seems worth a try at this point.",True
"As a vaccinated person, I wear a mask not only to protect myself a little bit more but also to help reinforce the idea that it's normal. So few people wear a mask in my community-- I'm concerned that those who need to won't because they don't want to stand out.

Reestablishing the norm of mask wearing willl be especially important this fall at the rural university where I work. I imagine that many students won't have had the vaccine. I anticipate that we'll have many cases of the delta variant, which will disrupt our plans to return to normal.",False
"@Lily in NY:

Hoping your message applies to fellow teachers, administrators, staff, and volunteers.

Some major school districts in CA, including those that serve large populations of POC families, are good at requiring adults to provide proof of negative TB tests, but refuse even to ask teachers, staff, et al about vaccine status, let alone require vaccination.

These people are paid with public funds and should be required to follow public health guidance.  And since families are required by law to enroll their children in school, they are now faced with the “choice” of breaking the law or sending still-vulnerable children to spend 6-plus hours a day with adults who may not be vaccinated and who may be asymptomatically spreading ever more dangerous variants to children and coworkers and the families they go home to.  

While it appears that, statistically, and so far schools haven’t been sources of many super-spreader incidents, it doesn’t mean it never happens.  And what school employee or volunteer wants the weight of a student’s death or disability, or that of a student’s family, on their conscience?",False
"“They could be held liable for any sort of adverse effects that might happen a year or two down the road,”

If there indeed an issue with RNA vaccines, we would all be in big trouble.  However, there is no known conceptual reason which that should be the case, so I did not even hesitate for a split-second.",False
"I understand the legal challenges of employers requiring a vaccine that is under Emergency Use Authorization as a condition of employment. However, many of the employed at this point work rather efficiently at home. There should be no problem for the employers to require vaccinations as a condition to return to the office. 
If a company is not willing to require this, it should offer those who are vaccinated to stay home and work from home.
The same logic should (and could) be applied for sports clubs, schools, universities, restaurants, and shops. If you don't get vaccinated, continue getting your groceries through Amazon.",True
The mask ship has sailed.,False
"It's sad but tragically not surprising whatsoever how this serves as a staggering example of just how much Americans- of all generations- cannot go without for the greater good. And just how many of those same people lack the capacity for bigger picture thinking.

For me, it's equatable to a huge building that rents stores being engulfed in flames, ala ""The Towering Inferno"" or something- and someone says to the firefighters attempting to put it out, ""Well, you've got to let me in since I rent a store in there. I need to make money!""

Then they go in and are consumed by smoke or burnt to death. And people are surprised this happened. 

Some people never eat out for the majority of their lives because it is, above all else, a luxury more than a necessity. Go without. The facts are not adaptable.",False
"If people choose to endanger themselves that is one thing; when then choose to endanger others it's a different matter. People who do not vaccinate against covid-19 provide a reservoir of the virus that can drive future infections and ensure the virus is always with us. Viral spread from this reservoir also enables viral mutations to occur, leading to new variants. These new viral variants may be more virulent and may not succumb to vaccines developed for older variants. 

In order to protect the population as a whole, steps need to be taken. If we can insist on insurance for all drivers, the wearing of wearing safety belts, fines for texting while driving, designated non-smoking areas, higher premiums for smokers or those frequently involved in accidents, then we can bring similar tools into play for covid-19. 

For example, vaccination resisters could face higher medical insurance premiums, banning from the workplace, or denial of access to stores and public places, enforced by fines. Resisters would still be free to choose to avoid vaccination, but they would not be insulated from the costs of their choice. They could not selfishly force others carry the burden of their choice.",False
"There is no delicate balance between health and privacy when it comes to virus variants that are much more contagious and deadlier. Those who refuse to wear masks because of no other reason than to be obstinate are essentially playing Russian Roulette with other people’s health and lives without repercussions. When they infect others they do not face criminal charges as they should. They are not held responsible for the loss of wages or medical bills to that person’s household. They are not held responsible for anything even though their refusal to do simple things has caused death and devastation to so many other people’s lives. This is plain and simple fact, not something that is debatable. 
All countries of the world should require every person to be vaccinated in order to work in any business that puts them in contact with other employees and/or customers. If you are not vaccinated you should not be allowed to travel outside of your city, enter any government federal, state or local building, business, school, etc. 
Yes, you have a right to decide not to be vaccinated or not to wear a mask, but everyone else has a right not to become infected by you and risk permanent damage to their lungs, heart or any other internal organ or dying because of your choice. 
So, yes, EVERY business should require employees to be vaccinated. If you don’t want to be vaccinated, that’s your right, but don’t complain about losing your job. ￼",False
"Montana implemented a very easy and efficient, federally funded, vaccine roll out, a triumph of “socialized medicine,” despite its red- state status.

Still, vaccinations are slowing. I imagine the cynical might feel more confident getting vaccinated if the companies producing the vaccines were not looking at billion dollar profits.",False
"Retired physician and Pfizer vaccinated. I will be masked while indoors a public access building far into the future. MA is about 90%vaccinated but the delta variant and my lack of trust in my fellow beings make me cautious. As in the picture, I wear a medical mask under a three layer cloth mask.",False
Our love of restaurants is one of the primary reasons why we are so fat. Now we can add Covid-19 to the consequences.,True
Why don’t insurance companies increase premiums for people who refuse the vaccines? Why don’t hospitals/ERs/doctors demand an extra cash payment on unvaccinated people in order to treat them if they choose not to buy health insurance?,False
"What could be done is to take a leaf from the anti-smoking campaign and apply it to the vaccination campaign. with the anti smoking campaign, there was the Marlboro campaign with the man having a laryngeal removal surgery  trying to sing the jingle with the artificial voice aid, and pictures of tar infused diseased longs removed. With the vaccination campaign, testimonies from long haulers with their persistent malaise and pictures fatally damaged lungs from victims that undergone double lung transplants, as well as patients on ventilators fighting for their lives be used. Covid-19 is not your seasonal flu!",False
"I don’t think the economics will work for restaurants and bars, in states that allow indoor dining, with restrictions.  Restaurants and bars make money when they pack people in and overturn tables frequently. 

It’s sad, but their business model just does not work in a time of pandemic.  I am sure when NJ eventually allows restaurants to open indoors, (I don’t know if we will allow indoor bars to open before a vaccine), the owners will be happy for a couple of weeks, then they will be pushing for more capacity, which they will not be rightfully given.  

Sadly, we are going to lose a big percentage of our restaurants.  I don’t think it can be helped. I just hope people get out before they throw more good money after bad.   Who knows when we will have an effective vaccine?",True
"It should NOT be left to businesses and industry to require vaccination.
It should be a federal requirement for public safety.
We have to have a driver's license and insurance to drive.
We have to pay federal taxes and sales, and property taxes (and a lot of those).
We have to pay for what ever we want (groceries, gas, cars, etc)
We have to send our children to school of some kind.  And unless those kids are home schooled, most states require those kids get a few vaccines.  
We have to wear a seat belt, follow speed limits and traffic signs (although some of us don't and people are killed).
Don't drink and drive.
We don't allow blind people to drive.  
And the list of things we have to do goes on and on.  One (or two) vaccines during a serious pandemic should be another one.  Exclusions for health reasons only.
We are a country of rules and regulations and these keep us relatively healthy.",False
"The Times published a survey a couple of months ago where the political divide on this matter was clear: people who identify as Dems way overestimated the likelihood that a person would be hospitalized with Covid whereas those who identify as Repubs actually were closer to the mark (it pains me to say this!).  I""m convinced at least part of the argument in favor of masks here and elsewhere is political ""virtue signaling"".  In other words, people add a lot of other ""reasons"" into their risk assessment.  Example: I keep hearing how masks helped prevent colds and flus during the season but was it mask wearing during one's probably brief foray into a grocery store that prevented these common ailments or was it the fact that people were working from home, not commuting via crowded public transport (BART in the Bay Area), traveling in plans?  That reality seems more likely to me, not the masks.",True
"Owning an ""essential business"" and having had Covid, I mandated the vaccine for all of the employees working at my company.  The logistics are not that complicated.  I had one of the staff schedule all of the appointments during work hours with a local pharmacy that then confirmed back that the employees had actually received the shot.  One employee was reluctant because of the J&J issue but when it was explained that he would be receiving Moderna and wasn't a woman between 18 and 48, he went also.  One person was given a medical exemption until their doctor confirmed their ability to be vaccinated.  They have also been vaccinated.  Three people had side effects that caused them to miss the following day, but everyone is fine.  Beyond the public health issues which are critical, from a business perspective it is better to lose an employee for a couple of hours or a day because of vaccinations than for two weeks (or forever) because of Covid.  The virus is insidious and the effects of it can be long lasting.  The employees have seen the impact of Covid on some of their coworkers and their neighbors in the area and were grateful that the effort was made to protect them.  If it is presented properly, the employees will get the vaccination for their self interest.",False
"Whether or not it's employees forced to work while they're sick versus patrons with the virus is the critical piece missing here- wildly different policy responses to each. But I'd hesitate before we start pinning this on instant gratification for the young or some uniquely American brand of hedonism. Is there data on this from other countries that reopened? What portion of the cases are tied to outdoor versus indoor dining (common sense says it's a little pointless wearing a mask indoors if you're going to be taking it off for a prolonged period to eat- it's not like we magically stop breathing during the course of a meal) 

And there's also a question of the case load- if it's young people who don't need to be hospitalized and aren't dying catching it in droves from restaurants, to an extent we need to say it's their lives and they're entitled to make their own risk calculations, provided they're not going to the elderly and then spreading it to them. Like people here in Boston are freaking out about the college students coming back but my thoughts are the restaurants and other businesses that cater to them need the business and it's probably better they catch it and stay cloistered in a dorm than getting bored in the suburbs they're from and give it to elderly family members. Better they don't catch it period but there's probably more control over different risk groups in a communal setting like a dorm.",True
"The more unvaccinated people mingle with vaccinated people, the faster the virus will mutate to overcome the vaccine. That's how natural selection works. You put selective pressure on an organism, and it will evolve to overcome that pressure. It's directed evolution 101. Therefore, the unvaccinated aren't just risking themselves, their families and friends. They are actively undermining the only effective weapon we have against this monster that has disrupted our lives and economy and killed over 600,000 of us. How is it responsible or acceptable for the rational people of this country to put up with this? Why does their right to be irrational, irresponsible, selfish and antisocial trump our right to live and be free? It is beyond me. I can't for the life of me understand why we are willing to put up with it.",False
"This is a no brainer.  There is a reason schools require vaccinations.  Those with medical contraindications should be granted waivers.

I'm tired of personal opinion being treated with the same respect as objective reality, especially in a life or death situation.  The people who are immunocompromised cannot get a vaccine, and they are not protected until you get one.  

How many of these vulnerable folks, who cannot protect themselves, are these ill-informed people going to kill?",False
"Employees need to stop working in restaurants where customers are behaving badly, if their employers will do nothing to enforce rules and protect them they need to all walk off, except many have no other resources.  One thing that should be learned from the pandemic is the importance of education and becoming qualified to do more than work at a restaurant.  Shame on the customers who have no regard for other customers or the employees.  Shame on the restaurant owners for doing anything other than take out.",False
"To think that we might have had a chance to be going about our business - working, eating out, traveling, spending time with our families and friends, taking care of our elderly parents, getting an education, etc - if only our so-called leaders had called it right back in January or even February. They could have stopped incoming flights, closed down certain industries and schools, asked us to all stay home while ""they"" got busy preparing us for the possibility of a pandemic. Instead, they did nothing. They wrung their hands over the stock market. They worried about what would happen to their political careers. And they golfed, all while this pandemic took hold in our country.  Everyone has paid the price all right, and now it's time for them to pay theirs - at the ballot box and through the courts.",True
"Start requiring antibody titers on all employees . It’s easy enough to do a blood draw. You can come to work one of two ways . With adequate titers vaccinated or not. Your body , your choice on how to get those antibodies . Get started .",False
"I got my covid vaccine and I'm not an anti-vaxxer, but I do think it's a personal choice. What you put into your body should be your business, and not something mandated by the government. You can still be responsible - wear masks, wash your hands, and keep distance from people. In other words, you don't have to be vaccinated to stop the spread of covid. If you are at high risk, then it's probably in your best interest to get the vaccine. Every situation is different, and every person is different - so I don't think the vaccine is always the right choice for everyone.

To be honest with you, I'm a lot more upset about the fact that we have destroyed this planet, and exploited our resources to the point that this is now happening - that we need vaccines to save us. And yes, it is the responsible thing to do to get a vaccine right now, but what about when the next pandemic comes? Are we just going to keep developing vaccines and injecting things into our bodies? What about prevention? What about changing our lives so that this does not happen again.  We need to look at poverty, healthcare, systemic racism, factory farming,  malnutrition, climate change - these are the real reasons people are suffering and dying.",False
"As a vaccinated person I don’t share in the glee of forcing others to get vaccinated. Instead pushing for more equitable and ethical access across the globe, making the latest scientific studies readily available, and ending the partisan blaming and shaming, seem like much more effective priorities than trying to force anything, — especially with no scientific evidence whatsoever to support that the ‘forced’ solution will work. Ultimately this forcing business starts to sound like religion and not health policy based on science.",False
"We are all done and ready to move on from Covid but Covid is not done with us yet. We have a choice, either we play the hand we’re dealt and let common sense and compassion prevail and adapt to evolving circumstances or dig our heels in and decide to ignore the circumstances and pay the price for our actions. 

From the beginning it was thought that this would last every bit of 18 months, which takes us to September-ish. 

We’re all tired. We’re all frustrated. But we’re almost there.",True
"Like many people, I may soon be returning to in-person indoor work. What's better: knowing that all of my co-workers are vaccinated, or hoping that most of them are? I think we've all spent enough time rolling the dice on Covid.",True
"Someone who gets the vaccine poses less of a medical and financial risk, much like someone who doesn’t smoke. Charge those who don’t get the vaccine higher premiums, just like you do smokers. It’s simple.",False
"School districts in California require vaccines for measles and other childhood diseases, with very limited exceptions unrelated to religion.  No vaccine no public school.  Generally private industry has greater freedom to impose this type of requirement.  This should be a no-brainer.",False
"The CDC's recent update to their guidelines acknowledges for the first time what has been known for months, that this virus spreads via aerosols. Aerosols accumulate indoors where there is insufficient ventilation. That means offices where some are not vaccinated are unsafe workplaces, unless the airflow engineering is adequate to prevent aerosol spread. Not the case in most offices and workplaces. Any employer who wants to reopen their offices is required to have a safe workplace and the simple and effective means and the least expensive too, is to require all employees vaccinated, except the very tiny percentage who cannot be vaccinated for health reasons or whose religion prohibits vaccination.",True
"More half-truths that lack perspective.  The author would have your believe that in spite of a mountain of evidence collected around the world from countries with far better contact tracking programs, America's problem with COVID-19 is due to bar and restaurants re-openings.  Simplistic, childish and inaccurate as her own opening paragraphs show:

""In Louisiana, roughly a quarter of the state’s....""
""In Maryland, 12 percent of new cases last month...""
""....and in Colorado, 9 percent...""

Where are the real 'focal points' and 'clusters'?  Swimming pools?  Money?  Toilet plumes?  Schools?  The answers are known, but they aren't exciting or fear-inducing so they go unmentioned.  In the meantime just stay away from bars, restaurants, water (of all kinds...the virus monsters are very afraid of water in any form), cash, toilets and schools.  That should just about take care of the virus.

Oh...wait....the US average death rate per 100,000 from COVID is about to overtake Sweden's.  What's the NYT going to say then?",True
"Require them. Period.

All the good and decent people in a work environment should not be put in harms way because the Republicans are too brainwashed to do what everyone knows needs to happen without being forced.",False
"Unvaccinated worker(s) at a Kentucky nursing home recently caused an outbreak that infected several fully-vaccinated residents and a few fully-vaccinated staff. While the vaccine caused most of these infections to be asymptomatic or mild, one fully-vaccinated resident died. Perhaps employers who are skittish about being sued should consider that lawsuits may equally come from fully vaccinated employees.",False
